route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
100239,1851,29351681,"SEATTLE ","EXPRESS",1,3927501-1,30550527
100447,14001,29150101,"TO ROUTE 49 VIA BROADWAY","LOCAL",0,3922672-1,11049016
100447,14001,29150100,"TO ROUTE 49 VIA BROADWAY","LOCAL",0,3922669-1,11049016
100263,14001,29135136,"S JACKSON ST ","LOCAL",1,3922670-1,10007048
102628,82348,29086553,"ARDMORE PARK ","EXPRESS",0,3899602-1,21895003
102555,82348,29086549,"FORBES CREEK ","LOCAL",0,3891615-1,11893001
100263,14001,29062895,"PRENTICE ST VIA RAINIER AVE S","LOCAL",0,3922682-1,21007005
100263,14001,29062893,"PRENTICE ST VIA RAINIER AVE S","LOCAL",0,3922667-1,21007005
100263,14001,29062892,"PRENTICE ST VIA RAINIER AVE S","LOCAL",0,3922675-1,21007005
102628,5641,29011965,"ARDMORE PARK ","EXPRESS",0,3891618-1,21895003
100287,3899,29011939,"W MERCER ISLAND ","LOCAL",0,3891619-1,21891004
100288,3899,29011938,"N MERCER ISLAND ","LOCAL",0,3891620-1,11892004
102623,3899,29011937,"MERCER VILLAGE SHOPPING CENTER ISLAND CREST WAY","LOCAL",0,3891621-1,21894002
102623,1422,29011930,"MERCER VILLAGE SHOPPING CENTER ISLAND CREST WAY","LOCAL",0,3891611-1,21894002
100287,1422,29011929,"W MERCER ISLAND ","LOCAL",0,3891609-1,21891004
100288,1422,29011928,"N MERCER ISLAND ","LOCAL",0,3891610-1,11892004
102555,5641,29011927,"FORBES CREEK ","LOCAL",0,3899601-1,11893001
100508,5747,29011926,"COUGAR MOUNTAIN NEWPORT HS","LOCAL",1,3891613-1,20823005
100508,1373,29011925,"COUGAR MOUNTAIN NEWPORT HS","LOCAL",1,3891602-1,20823005
100284,5747,29011924,"VASA PARK INTERLAKE HS","LOCAL",0,3891612-1,21888027
100284,1373,29011923,"VASA PARK INTERLAKE HS","LOCAL",0,3891603-1,21888027
102573,5747,29011918,"NEWPORT HILLS NEWPORT HS","LOCAL",0,3891614-1,21887004
100509,5747,29011917,"NEWCASTLE NEWPORT HS","LOCAL",1,3891617-1,20824005
100285,5747,29011916,"BRIDLE TRAILS SAMMAMISH HS","LOCAL",0,3891616-1,11889027
102573,1373,29011915,"NEWPORT HILLS NEWPORT HS","LOCAL",0,3891601-1,21887004
100509,1373,29011914,"NEWCASTLE NEWPORT HS","LOCAL",1,3891604-1,20824005
100285,1373,29011913,"BRIDLE TRAILS SAMMAMISH HS","LOCAL",0,3891605-1,11889027
100039,82348,28968772,"INTERNATIONAL DISTRICT CHINATOWN STATION ","LOCAL",1,3896842-1,10014602
100039,82348,28968769,"INTERNATIONAL DISTRICT CHINATOWN STATION ","LOCAL",1,3896836-1,10014602
100039,82348,28968767,"INTERNATIONAL DISTRICT CHINATOWN STATION ","LOCAL",1,3896840-1,10014602
100039,82348,28968764,"INTERNATIONAL DISTRICT CHINATOWN STATION ","LOCAL",1,3896832-1,10014602
100039,82348,28968749,"INTERNATIONAL DISTRICT CHINATOWN STATION ","LOCAL",1,3896828-1,10014602
100221,14001,28954779,"LAKE CITY NORTHGATE","LOCAL",0,3907941-1,11041231
100221,14001,28954714,"LAKE CITY NORTHGATE","LOCAL",0,3907933-1,11041231
100221,14001,28954713,"LAKE CITY NORTHGATE","LOCAL",0,3907936-1,11041231
100221,14001,28954530,"LAKE CITY NORTHGATE","LOCAL",0,3907937-1,11041233
100221,17944,28953249,"LAKE CITY NORTHGATE","LOCAL",0,3908051-1,11041235
100221,17944,28953241,"LAKE CITY NORTHGATE","LOCAL",0,3908048-1,11041235
100187,82348,28935679,"DOWNTOWN SEATTLE ","EXPRESS",1,3900371-1,20312048
100187,82348,28935676,"KENMORE ","EXPRESS",0,3900374-1,11312075
100187,82348,28935675,"KENMORE ","EXPRESS",0,3900373-1,11312075
100187,82348,28935674,"DOWNTOWN SEATTLE ","EXPRESS",1,3900372-1,20312048
100267,82348,28880860,"JACKSON PARK ","EXPRESS",0,3900368-1,11073325
100190,82348,28880859,"MERIDIAN PARK GREEN LAKE","LOCAL",0,3900342-1,11316012
100221,82348,28880855,"NORTHGATE NORTHEAST 125TH ONLY","LOCAL",0,3900336-1,11041223
100270,82348,28880853,"WEDGWOOD VIA I-5/NE 65 ST","LOCAL",0,3900315-1,11076019
100221,82348,28880852,"NORTHGATE NORTHEAST 125TH ONLY","LOCAL",0,3900384-1,11041240
100221,82348,28880851,"NORTHGATE NORTHEAST 125TH ONLY","LOCAL",0,3900327-1,11041223
100265,82348,28880820,"WEDGWOOD UNIVERSITY DISTRICT","EXPRESS",0,3900312-1,11071645
100265,82348,28880810,"WEDGWOOD UNIVERSITY DISTRICT","EXPRESS",0,3900329-1,11071643
100270,82348,28880791,"WEDGWOOD VIA I-5/NE 65 ST","LOCAL",0,3900378-1,11076018
100267,82348,28880788,"JACKSON PARK ","EXPRESS",0,3900306-1,11073325
100266,82348,28880783,"LAKE CITY UNIVERSITY DISTRICT","EXPRESS",0,3900335-1,11072282
100268,82348,28880780,"SAND POINT UNIVERSITY EXPRESS","EXPRESS",0,3900376-1,11074131
100266,82348,28880779,"LAKE CITY UNIVERSITY DISTRICT","EXPRESS",0,3900324-1,11072282
100271,82348,28880775,"NORTH CITY MAPLE LEAF","EXPRESS",0,3900381-1,11077042
100221,82348,28880768,"NORTHGATE NORTHEAST 125TH ONLY","LOCAL",0,3900345-1,11041223
100221,82348,28880767,"NORTHGATE NORTHEAST 125TH ONLY","LOCAL",0,3900378-1,11041223
100221,82348,28880766,"NORTHGATE NORTHEAST 125TH ONLY","LOCAL",0,3900325-1,11041223
100221,82348,28880765,"NORTHGATE NORTHEAST 125TH ONLY","LOCAL",0,3900362-1,11041223
100221,82348,28880763,"NORTHGATE NORTHEAST 125TH ONLY","LOCAL",0,3900379-1,11041243
100221,82348,28880762,"LAKE CITY NORTHGATE","LOCAL",0,3900326-1,11041237
100221,82348,28880759,"LAKE CITY NORTHGATE","LOCAL",0,3900389-1,11041235
100221,82348,28880754,"LAKE CITY NORTHGATE","LOCAL",0,3900338-1,11041235
100267,82348,28880736,"JACKSON PARK ","EXPRESS",0,3900328-1,11073323
100266,82348,28880718,"LAKE CITY UNIVERSITY DISTRICT","LOCAL",0,3900362-1,11072267
100266,82348,28880717,"LAKE CITY UNIVERSITY DISTRICT","EXPRESS",0,3900352-1,11072283
100266,82348,28880697,"LAKE CITY UNIVERSITY DISTRICT","EXPRESS",0,3900366-1,11072282
100267,82348,28880679,"JACKSON PARK ","EXPRESS",0,3900212-1,11073323
100190,82348,28880671,"MERIDIAN PARK GREEN LAKE","LOCAL",0,3900310-1,11316013
100221,82348,28880667,"LAKE CITY NORTHGATE","LOCAL",0,3900352-1,11041234
100221,82348,28880649,"LAKE CITY NORTHGATE","LOCAL",0,3900389-1,11041235
100221,82348,28880641,"LAKE CITY NORTHGATE","LOCAL",0,3900369-1,11041234
100221,82348,28880621,"NORTHGATE NORTHEAST 125TH ONLY","LOCAL",0,3900359-1,11041223
100221,82348,28880599,"DOWNTOWN SEATTLE NORTHGATE","LOCAL",1,3900380-1,20041241
100221,82348,28880598,"LAKE CITY NORTHGATE","LOCAL",0,3900386-1,11041237
100221,82348,28880587,"DOWNTOWN SEATTLE NORTHGATE","LOCAL",1,3900362-1,20041224
100221,82348,28880577,"LAKE CITY NORTHGATE","LOCAL",0,3900366-1,11041234
100221,82348,28880573,"LAKE CITY NORTHGATE","LOCAL",0,3900340-1,11041235
100256,82348,28880349,"NORTHGATE EASTLAKE","EXPRESS",0,3900187-1,11066116
100269,82348,28880156,"UNIVERSITY DISTRICT LAKE CITY","LOCAL",1,3900226-1,20075170
100261,82348,28879675,"NORTHGATE UNIVERSITY VILLAGE","LOCAL",0,3900209-1,11068083
100136,82348,28852083,"FACTORIA CROSSROADS","LOCAL",1,3889126-1,20245106
100136,82348,28852082,"KIRKLAND CROSSROADS","LOCAL",0,3889126-1,11245100
100136,82348,28852052,"FACTORIA CROSSROADS","LOCAL",1,3889123-1,20245106
100136,82348,28852051,"KIRKLAND CROSSROADS","LOCAL",0,3889127-1,11245100
100136,82348,28852050,"KIRKLAND CROSSROADS","LOCAL",0,3889123-1,11245100
100136,82348,28852049,"FACTORIA CROSSROADS","LOCAL",1,3889127-1,20245106
100136,82348,28852048,"KIRKLAND CROSSROADS","LOCAL",0,3889127-1,11245100
100136,82348,28852047,"KIRKLAND CROSSROADS","LOCAL",0,3889123-1,11245101
100136,82348,28852046,"KIRKLAND CROSSROADS","LOCAL",0,3889129-1,11245100
100136,82348,28852045,"FACTORIA CROSSROADS","LOCAL",1,3889127-1,20245106
100136,82348,28852044,"FACTORIA CROSSROADS","LOCAL",1,3889129-1,20245106
100136,82348,28852043,"FACTORIA CROSSROADS","LOCAL",1,3889129-1,20245106
100136,82348,28852042,"FACTORIA CROSSROADS","LOCAL",1,3889123-1,20245091
100136,82348,28852041,"KIRKLAND CROSSROADS","LOCAL",0,3889125-1,11245100
100136,82348,28852040,"KIRKLAND CROSSROADS","LOCAL",0,3889126-1,11245100
100136,82348,28852039,"KIRKLAND CROSSROADS","LOCAL",0,3889122-1,11245100
100136,82348,28852038,"KIRKLAND CROSSROADS","LOCAL",0,3889128-1,11245100
100136,82348,28852037,"KIRKLAND CROSSROADS","LOCAL",0,3889131-1,11245100
100136,82348,28852036,"KIRKLAND CROSSROADS","LOCAL",0,3889121-1,11245100
100136,82348,28852035,"KIRKLAND CROSSROADS","LOCAL",0,3889130-1,11245100
100136,82348,28852034,"KIRKLAND CROSSROADS","LOCAL",0,3889129-1,11245100
100136,82348,28852033,"KIRKLAND CROSSROADS","LOCAL",0,3889124-1,11245100
100136,82348,28852032,"KIRKLAND CROSSROADS","LOCAL",0,3889126-1,11245100
100136,82348,28852031,"KIRKLAND CROSSROADS","LOCAL",0,3889131-1,11245100
100136,82348,28852030,"KIRKLAND CROSSROADS","LOCAL",0,3889127-1,11245100
100136,82348,28852029,"KIRKLAND CROSSROADS","LOCAL",0,3889125-1,11245100
100136,82348,28852028,"KIRKLAND CROSSROADS","LOCAL",0,3889130-1,11245100
100136,82348,28852027,"KIRKLAND CROSSROADS","LOCAL",0,3889124-1,11245100
100136,82348,28852026,"KIRKLAND CROSSROADS","LOCAL",0,3889121-1,11245100
100136,82348,28852025,"KIRKLAND CROSSROADS","LOCAL",0,3889129-1,11245100
100136,82348,28852024,"KIRKLAND CROSSROADS","LOCAL",0,3889123-1,11245100
100136,82348,28852023,"FACTORIA CROSSROADS","LOCAL",1,3889128-1,20245106
100136,82348,28852022,"FACTORIA CROSSROADS","LOCAL",1,3889124-1,20245106
100136,82348,28852021,"FACTORIA CROSSROADS","LOCAL",1,3889130-1,20245106
100136,82348,28852020,"FACTORIA CROSSROADS","LOCAL",1,3889131-1,20245106
100136,82348,28852019,"FACTORIA CROSSROADS","LOCAL",1,3889125-1,20245106
100136,82348,28852018,"FACTORIA CROSSROADS","LOCAL",1,3889126-1,20245106
100136,82348,28852017,"FACTORIA CROSSROADS","LOCAL",1,3889122-1,20245106
100136,82348,28852016,"FACTORIA CROSSROADS","LOCAL",1,3889125-1,20245091
100136,82348,28852015,"FACTORIA CROSSROADS","LOCAL",1,3889131-1,20245106
100136,82348,28852014,"FACTORIA CROSSROADS","LOCAL",1,3889127-1,20245091
100136,82348,28852013,"FACTORIA CROSSROADS","LOCAL",1,3889130-1,20245106
100136,82348,28852012,"FACTORIA CROSSROADS","LOCAL",1,3889124-1,20245106
100136,82348,28852011,"FACTORIA CROSSROADS","LOCAL",1,3889121-1,20245106
100136,82348,28852010,"FACTORIA CROSSROADS","LOCAL",1,3889129-1,20245106
100136,82348,28852009,"FACTORIA CROSSROADS","LOCAL",1,3889122-1,20245106
100136,82348,28852008,"FACTORIA CROSSROADS","LOCAL",1,3889128-1,20245106
100136,82348,28852007,"FACTORIA CROSSROADS","LOCAL",1,3889126-1,20245106
100136,82348,28852006,"FACTORIA CROSSROADS","LOCAL",1,3889123-1,20245106
100136,82348,28852005,"KIRKLAND CROSSROADS","LOCAL",0,3889123-1,11245100
100136,82348,28852004,"KIRKLAND CROSSROADS","LOCAL",0,3889125-1,11245100
100136,82348,28852003,"KIRKLAND CROSSROADS","LOCAL",0,3889130-1,11245100
100136,82348,28852002,"KIRKLAND CROSSROADS","LOCAL",0,3889121-1,11245100
100136,82348,28852001,"KIRKLAND CROSSROADS","LOCAL",0,3889124-1,11245100
100136,82348,28852000,"KIRKLAND CROSSROADS","LOCAL",0,3889124-1,11245100
100136,82348,28851999,"KIRKLAND CROSSROADS","LOCAL",0,3889121-1,11245100
100136,82348,28851998,"KIRKLAND CROSSROADS","LOCAL",0,3889124-1,11245096
100136,82348,28851997,"KIRKLAND CROSSROADS","LOCAL",0,3889131-1,11245101
100136,82348,28851996,"KIRKLAND CROSSROADS","LOCAL",0,3889124-1,11245101
100136,82348,28851995,"KIRKLAND CROSSROADS","LOCAL",0,3889126-1,11245101
100136,82348,28851994,"KIRKLAND CROSSROADS","LOCAL",0,3889131-1,11245101
100136,82348,28851993,"KIRKLAND CROSSROADS","LOCAL",0,3889130-1,11245100
100136,82348,28851992,"KIRKLAND CROSSROADS","LOCAL",0,3889128-1,11245100
100136,82348,28851991,"KIRKLAND CROSSROADS","LOCAL",0,3889121-1,11245100
100136,82348,28851990,"KIRKLAND CROSSROADS","LOCAL",0,3889125-1,11245100
100136,82348,28851989,"KIRKLAND CROSSROADS","LOCAL",0,3889128-1,11245100
100136,82348,28851988,"KIRKLAND CROSSROADS","LOCAL",0,3889127-1,11245100
100136,82348,28851987,"KIRKLAND CROSSROADS","LOCAL",0,3889122-1,11245095
100136,82348,28851986,"FACTORIA CROSSROADS","LOCAL",1,3889121-1,20245106
100136,82348,28851985,"KIRKLAND CROSSROADS","LOCAL",0,3889122-1,11245100
100136,82348,28851984,"KIRKLAND CROSSROADS","LOCAL",0,3889128-1,11245100
100136,82348,28851983,"KIRKLAND CROSSROADS","LOCAL",0,3889126-1,11245100
100136,82348,28851982,"KIRKLAND CROSSROADS","LOCAL",0,3889129-1,11245100
100136,82348,28851981,"KIRKLAND CROSSROADS","LOCAL",0,3889123-1,11245100
100136,82348,28851980,"KIRKLAND CROSSROADS","LOCAL",0,3889122-1,11245100
100136,82348,28851979,"KIRKLAND CROSSROADS","LOCAL",0,3889124-1,11245100
100136,82348,28851978,"KIRKLAND CROSSROADS","LOCAL",0,3889123-1,11245100
100136,82348,28851977,"KIRKLAND CROSSROADS","LOCAL",0,3889122-1,11245100
100136,82348,28851976,"KIRKLAND CROSSROADS","LOCAL",0,3889130-1,11245100
100136,82348,28851975,"KIRKLAND CROSSROADS","LOCAL",0,3889126-1,11245100
100136,82348,28851974,"FACTORIA CROSSROADS","LOCAL",1,3889125-1,20245106
100136,82348,28851973,"FACTORIA CROSSROADS","LOCAL",1,3889121-1,20245106
100136,82348,28851972,"FACTORIA CROSSROADS","LOCAL",1,3889124-1,20245106
100136,82348,28851971,"FACTORIA CROSSROADS","LOCAL",1,3889130-1,20245106
100136,82348,28851970,"FACTORIA CROSSROADS","LOCAL",1,3889122-1,20245106
100136,82348,28851969,"FACTORIA CROSSROADS","LOCAL",1,3889131-1,20245092
100136,82348,28851968,"FACTORIA CROSSROADS","LOCAL",1,3889126-1,20245106
100136,82348,28851967,"FACTORIA CROSSROADS","LOCAL",1,3889123-1,20245106
100136,82348,28851966,"FACTORIA CROSSROADS","LOCAL",1,3889128-1,20245106
100136,82348,28851965,"FACTORIA CROSSROADS","LOCAL",1,3889122-1,20245106
100136,82348,28851964,"FACTORIA CROSSROADS","LOCAL",1,3889123-1,20245106
100136,82348,28851963,"FACTORIA CROSSROADS","LOCAL",1,3889124-1,20245106
100136,82348,28851962,"FACTORIA CROSSROADS","LOCAL",1,3889126-1,20245106
100136,82348,28851961,"FACTORIA CROSSROADS","LOCAL",1,3889129-1,20245106
100136,82348,28851960,"FACTORIA CROSSROADS","LOCAL",1,3889123-1,20245106
100136,82348,28851959,"FACTORIA CROSSROADS","LOCAL",1,3889122-1,20245106
100136,82348,28851958,"FACTORIA CROSSROADS","LOCAL",1,3889128-1,20245106
100136,82348,28851957,"FACTORIA CROSSROADS","LOCAL",1,3889121-1,20245106
100136,82348,28851956,"FACTORIA CROSSROADS","LOCAL",1,3889127-1,20245106
100136,82348,28851955,"FACTORIA CROSSROADS","LOCAL",1,3889125-1,20245106
100136,82348,28851954,"FACTORIA CROSSROADS","LOCAL",1,3889130-1,20245106
100136,82348,28851953,"FACTORIA CROSSROADS","LOCAL",1,3889124-1,20245106
100136,82348,28851952,"FACTORIA CROSSROADS","LOCAL",1,3889127-1,20245106
100136,82348,28851951,"FACTORIA CROSSROADS","LOCAL",1,3889125-1,20245106
100136,82348,28851950,"FACTORIA CROSSROADS","LOCAL",1,3889124-1,20245106
100136,82348,28851949,"FACTORIA CROSSROADS","LOCAL",1,3889121-1,20245106
100136,82348,28851948,"FACTORIA CROSSROADS","LOCAL",1,3889124-1,20245106
100136,82348,28851947,"FACTORIA CROSSROADS","LOCAL",1,3889126-1,20245091
100136,82348,28851946,"FACTORIA CROSSROADS","LOCAL",1,3889131-1,20245106
100091,82348,28851945,"ISSAQUAH HIGHLANDS PARK & RIDE ","LOCAL",1,3889112-1,10200028
100091,82348,28851944,"ISSAQUAH HIGHLANDS PARK & RIDE ","LOCAL",1,3889074-1,10200028
100091,82348,28851943,"DOWNTOWN ISSAQUAH ","LOCAL",0,3889112-1,21200030
100091,82348,28851942,"ISSAQUAH HIGHLANDS PARK & RIDE ","LOCAL",1,3889112-1,10200029
100091,82348,28851941,"DOWNTOWN ISSAQUAH ","LOCAL",0,3889112-1,21200030
100091,82348,28851940,"DOWNTOWN ISSAQUAH ","LOCAL",0,3889074-1,21200030
100091,82348,28851939,"DOWNTOWN ISSAQUAH ","LOCAL",0,3889112-1,21200030
100091,82348,28851938,"DOWNTOWN ISSAQUAH ","LOCAL",0,3889074-1,21200030
100091,82348,28851937,"DOWNTOWN ISSAQUAH ","LOCAL",0,3889074-1,21200030
100091,82348,28851936,"DOWNTOWN ISSAQUAH ","LOCAL",0,3889112-1,21200030
100091,82348,28851935,"DOWNTOWN ISSAQUAH ","LOCAL",0,3889074-1,21200030
100091,82348,28851934,"ISSAQUAH HIGHLANDS PARK & RIDE ","LOCAL",1,3889074-1,10200029
100091,82348,28851933,"ISSAQUAH HIGHLANDS PARK & RIDE ","LOCAL",1,3889074-1,10200029
100091,82348,28851932,"ISSAQUAH HIGHLANDS PARK & RIDE ","LOCAL",1,3889112-1,10200029
100091,82348,28851931,"ISSAQUAH HIGHLANDS PARK & RIDE ","LOCAL",1,3889074-1,10200029
100091,82348,28851930,"ISSAQUAH HIGHLANDS PARK & RIDE ","LOCAL",1,3889112-1,10200029
100091,82348,28851929,"DOWNTOWN ISSAQUAH ","LOCAL",0,3889112-1,21200030
100091,82348,28851928,"ISSAQUAH HIGHLANDS PARK & RIDE ","LOCAL",1,3889112-1,10200029
102554,82348,28851927,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889101-1,11241002
102554,82348,28851926,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889047-1,11241002
102552,82348,28851925,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889051-1,31226432
102552,82348,28851924,"EASTGATE P&R CROSSROADS","LOCAL",1,3889027-1,40226436
102554,82348,28851923,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889027-1,11241002
102552,82348,28851922,"EASTGATE P&R CROSSROADS","LOCAL",1,3889053-1,40226429
102552,82348,28851921,"EASTGATE P&R CROSSROADS","LOCAL",1,3889084-1,40226429
102554,82348,28851920,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889084-1,11241002
102552,82348,28851919,"EASTGATE P&R CROSSROADS","LOCAL",1,3889047-1,40226429
102552,82348,28851918,"EASTGATE P&R CROSSROADS","LOCAL",1,3889050-1,40226429
102552,82348,28851917,"EASTGATE P&R CROSSROADS","LOCAL",1,3889113-1,40226429
102552,82348,28851916,"EASTGATE P&R CROSSROADS","LOCAL",1,3889081-1,40226430
102554,82348,28851915,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889113-1,11241001
102552,82348,28851914,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889080-1,31226432
102552,82348,28851913,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889048-1,31226432
102552,82348,28851912,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889080-1,31226435
102552,82348,28851911,"EASTGATE P&R CROSSROADS","LOCAL",1,3889050-1,40226429
102552,82348,28851910,"EASTGATE P&R CROSSROADS","LOCAL",1,3889047-1,40226429
102552,82348,28851909,"EASTGATE P&R CROSSROADS","LOCAL",1,3889048-1,40226430
102552,82348,28851908,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889113-1,31226432
102552,82348,28851907,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889114-1,31226432
102552,82348,28851906,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889044-1,31226432
102554,82348,28851905,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889048-1,11241001
102552,82348,28851904,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889114-1,31226432
102552,82348,28851903,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889113-1,31226432
102552,82348,28851902,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889082-1,31226432
102552,82348,28851901,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889081-1,31226432
102552,82348,28851900,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889048-1,31226432
102552,82348,28851899,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889047-1,31226432
102552,82348,28851898,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889080-1,31226432
102552,82348,28851897,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889114-1,31226432
102552,82348,28851896,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889113-1,31226432
102552,82348,28851895,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889082-1,31226432
102552,82348,28851894,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889114-1,31226432
102552,82348,28851893,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889113-1,31226432
102552,82348,28851892,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889082-1,31226432
102552,82348,28851891,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889114-1,31226432
102552,82348,28851890,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889113-1,31226432
102552,82348,28851889,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889082-1,31226432
102552,82348,28851888,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889114-1,31226432
102552,82348,28851887,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889113-1,31226432
102552,82348,28851886,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889082-1,31226432
102552,82348,28851885,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889114-1,31226432
102552,82348,28851884,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889113-1,31226432
102552,82348,28851883,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889048-1,31226432
102552,82348,28851882,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889114-1,31226432
102552,82348,28851881,"BELLEVUE TRANSIT CENTER CROSSROADS","LOCAL",0,3889080-1,31226432
102552,82348,28851880,"EASTGATE P&R CROSSROADS","LOCAL",1,3889081-1,40226429
102552,82348,28851879,"EASTGATE P&R CROSSROADS","LOCAL",1,3889048-1,40226429
102552,82348,28851878,"EASTGATE P&R CROSSROADS","LOCAL",1,3889047-1,40226429
102552,82348,28851877,"EASTGATE P&R CROSSROADS","LOCAL",1,3889080-1,40226429
102552,82348,28851876,"EASTGATE P&R CROSSROADS","LOCAL",1,3889050-1,40226429
102552,82348,28851875,"EASTGATE P&R CROSSROADS","LOCAL",1,3889047-1,40226429
102552,82348,28851874,"EASTGATE P&R CROSSROADS","LOCAL",1,3889084-1,40226429
102552,82348,28851873,"EASTGATE P&R CROSSROADS","LOCAL",1,3889050-1,40226429
102552,82348,28851872,"EASTGATE P&R CROSSROADS","LOCAL",1,3889048-1,40226429
102552,82348,28851871,"EASTGATE P&R CROSSROADS","LOCAL",1,3889084-1,40226429
102552,82348,28851870,"EASTGATE P&R CROSSROADS","LOCAL",1,3889080-1,40226429
102552,82348,28851869,"EASTGATE P&R CROSSROADS","LOCAL",1,3889048-1,40226429
102552,82348,28851868,"EASTGATE P&R CROSSROADS","LOCAL",1,3889047-1,40226429
102552,82348,28851867,"EASTGATE P&R CROSSROADS","LOCAL",1,3889114-1,40226429
102552,82348,28851866,"EASTGATE P&R CROSSROADS","LOCAL",1,3889080-1,40226429
102552,82348,28851865,"EASTGATE P&R CROSSROADS","LOCAL",1,3889113-1,40226429
102552,82348,28851864,"EASTGATE P&R CROSSROADS","LOCAL",1,3889082-1,40226429
102552,82348,28851863,"EASTGATE P&R CROSSROADS","LOCAL",1,3889080-1,40226429
102552,82348,28851862,"EASTGATE P&R CROSSROADS","LOCAL",1,3889047-1,40226429
102554,82348,28851861,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889082-1,11241001
102554,82348,28851860,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889081-1,11241001
102554,82348,28851859,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889080-1,11241001
102554,82348,28851858,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889047-1,11241001
102554,82348,28851857,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889047-1,11241001
102554,82348,28851856,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889080-1,11241001
102554,82348,28851855,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889084-1,11241001
102554,82348,28851854,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889080-1,11241001
102554,82348,28851853,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889114-1,11241001
102554,82348,28851852,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889113-1,11241001
102554,82348,28851851,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889082-1,11241001
102554,82348,28851850,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889081-1,11241001
102554,82348,28851849,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889048-1,11241001
102554,82348,28851848,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889050-1,11241001
102554,82348,28851847,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889047-1,11241001
102554,82348,28851846,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889084-1,11241001
102554,82348,28851845,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889050-1,11241001
102554,82348,28851844,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889048-1,11241001
102554,82348,28851843,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889048-1,11241001
102554,82348,28851842,"BELLEVUE TRANSIT CENTER FACTORIA","LOCAL",0,3889047-1,11241001
